Country Name,2015,2016,2017,2018,2019,
Aruba,1.52764415740967,1.49679362773895,1.48048067092896,1.49758378186287,1.5335516651578,
Afghanistan,17.1944361688719,17.3020484780418,17.3601853467702,17.0523677140978,17.1344642539802,
Angola,77.7847595214844,91.6264572143555,107.269989013672,125.265871114896,144.052274320717,
Albania,52.6296134595294,53.1638152914459,52.6478510714713,49.7769430921605,49.5594793847274,
Andorra,,,,,,
Arab World,,,,,,
United Arab Emirates,2.83104109764099,2.85650634765625,2.83484387397766,2.85216826540857,2.74730366786409,
Argentina,7.95026302337646,10.8105688095093,10.8079395294189,,,
Armenia,185.826934814453,173.75080871582,167.312210083008,167.439031178434,166.832567595181,
American Samoa,,,,,,
Antigua and Barbuda,2.36998391151428,2.36066269874573,2.46811723709106,2.43835251878676,2.4292312499594,
Australia,1.54546,1.533296,1.558359,1.503232,1.508399,
Austria,0.850461,0.832053,0.834946,0.79006,0.80002,
Azerbaijan,0.3592529296875,0.416659891605377,0.486966043710709,0.486138752840791,0.48995081611397,
Burundi,576.041748046875,585.407897949219,654.421569824219,620.837114817309,605.598658383894,
Belgium,0.865343,0.854022,0.854563,0.803603,0.809482,
Benin,221.996673583984,215.950271606445,219.476272583008,216.061713584973,210.272693353192,
Burkina Faso,217.019424438477,204.853576660156,199.74137878418,198.792533143882,188.940792491026,
Bangladesh,27.8622074127197,28.4720573425293,29.5140819549561,30.4075023434546,31.5363832647238,
Bulgaria,0.758367766984236,0.7358720666162,0.749393930324434,0.707619886967713,0.73035265453578,
Bahrain,0.201736390590668,0.207624524831772,0.204112082719803,0.203404933247941,0.201793891608197,
"Bahamas, The",1.12048697471619,1.09965348243713,1.10285294055939,1.10096823139953,1.10831101642726,
Bosnia and Herzegovina,0.820607175712971,0.789523088569266,0.797348258110858,0.748251356947009,0.750684375240669,
Belarus,0.523944616317749,0.580304324626923,0.616520941257477,0.631143498989804,0.65461293477609,
Belize,1.35100471973419,1.40484631061554,1.4770028591156,,,
Bermuda,1.65733289718628,1.60079455375671,1.57566356658936,,,
Bolivia,2.73290395736694,2.66491603851318,2.6119339466095,2.60758618509137,2.60828628090153,
Brazil,2.08295822143555,2.24902319908142,2.32737708091736,2.35514557406133,2.39957721799485,
Barbados,2.35353326797485,2.30098748207092,2.37052273750305,2.39901343472591,2.45292773070195,
Brunei Darussalam,0.760001063346863,0.726696968078613,0.696616053581238,0.686976749588878,0.672113839062984,
Bhutan,19.8067817687988,19.7291526794434,20.4737873077393,20.5300229633923,20.7142489431146,
Botswana,4.81489706039429,4.87647247314453,5.00866317749023,5.04755376679064,5.09518022039941,
Central African Republic,298.004364013672,295.587982177734,306.808258056641,,,
Canada,1.340276,1.300739,1.294592,1.248924,1.263162,
Central Europe and the Baltics,,,,,,
Switzerland,1.41316,1.381825,1.369706,1.287944,1.286799,
Channel Islands,,,,,,
Chile,447.266632,452.922569,461.870877,466.668248,443.72347,
China,4.02716684341431,4.103111743927,4.14664220809937,4.13175472955659,4.17586853155506,
Cote d'Ivoire,246.230850219727,246.014038085938,247.134429931641,242.108940843064,235.167398207991,
Cameroon,243.046920776367,239.121658325195,236.911529541016,233.74719876943,235.217912357937,
"Congo, Dem. Rep.",503.930908203125,488.539916992188,630.605529785156,,,
"Congo, Rep.",294.581604003906,294.852508544922,285.969329833984,282.368830228216,283.461180836971,
Colombia,1305.77722167969,1398.663269,1462.42637,1440.94826,1429.492402,
Comoros,222.904800415039,218.713516235352,213.51823425293,,,
Cabo Verde,49.8604202270508,48.9576988220215,47.6121101379395,47.0606938958412,46.7349598096494,
Costa Rica,378.803009033203,360.159095,359.043335,361.893995,342.789033,
Caribbean small states,,,,,,
Cuba,,,,,,
Curacao,1.47984445095062,1.46627640724182,1.48293137550354,1.4849739630849,1.4967881215377,
Cayman Islands,1.14751029014587,1.1331182718277,1.14961755275726,,,
Cyprus,0.719273229070837,0.678098410295231,0.672279420567461,0.632099490795143,0.638876014310619,
Czech Republic,14.18868,13.909124,13.883266,13.300632,13.552162,
Germany,0.832913,0.806987,0.796759,0.744273,0.754602,
Djibouti,103.542343139648,105.117561340332,104.736534118652,102.390539444221,103.906143637053,
Dominica,1.90582489967346,1.8848112821579,1.8762481212616,1.84962907032422,1.84404112562231,
Denmark,8.290604,8.198279,7.960907,7.421619,7.38817,
Dominican Republic,23.0342693328857,23.3646450042725,24.3905773162842,24.6576790602547,24.6572900327603,
Algeria,35.6459884643555,36.9081993103027,38.2097434997559,38.891342371703,38.9446523157215,
East Asia & Pacific (excluding high income),,,,,,
Early-demographic dividend,,,,,,
East Asia & Pacific,,,,,,
Europe & Central Asia (excluding high income),,,,,,
Europe & Central Asia,,,,,,
Ecuador,0.580266058444977,0.577947378158569,0.574503362178802,0.559548444648541,0.551050716929418,
"Egypt, Arab Rep.",2.34030675888062,2.64348554611206,3.40778803825378,3.80560440882596,,
Euro area,,,,,,
Eritrea,9.58795851050118,8.9404468879175,7.58917328565831,,,
Spain,0.738177,0.71839,0.708479,0.676971,0.676907,
Estonia,0.603207,0.593663,0.604688,0.585525,0.599808,
Ethiopia,7.87940168380737,8.02281379699707,8.49641704559326,9.44093361356898,10.7417449178418,
European Union,,,,,,
Fragile and conflict affected situations,,,,,,
Finland,0.97934,0.950046,0.935595,0.880646,0.883155,
Fiji,0.972310841083527,0.97508716583252,0.985945224761963,1.00171853653956,1.00133375499336,
France,0.871939,0.847147,0.845271,0.79857,0.797502,
Faroe Islands,,,,,,
"Micronesia, Fed. Sts.",1.01591066691019,0.992845348012524,0.977218368892131,0.971031451137351,,
Gabon,332.670104980469,322.608093261719,319.160339355469,326.346198446169,328.437248090499,
United Kingdom,0.805799,0.788601,0.784403,0.740936,0.744332,
Georgia,0.844725966453552,0.859717905521393,0.924675631224921,0.926234121841418,0.953896708761457,
Ghana,1.33917951583862,1.53844666481018,1.75099217891693,1.84271324042456,1.93979181808413,
Gibraltar,,,,,,
Guinea,3131.59936523438,3153.275390625,3213.984375,3445.6281989278,3704.81697713718,
"Gambia, The",13.5701589584351,14.2539978027344,15.1142482757568,15.7159679962264,16.5346232902121,
Guinea-Bissau,236.606185913086,234.409423828125,232.199493408203,227.527381617008,224.028595962688,
Equatorial Guinea,315.780059814453,313.342681884766,304.286590576172,301.040932228147,299.345158917551,
Greece,0.686414,0.660583,0.64994,0.607889,0.606697,
Grenada,1.85417914390564,1.8241982460022,1.79951441287994,1.77073272805301,1.74961761500237,
Greenland,,,,,,
Guatemala,4.16195869445801,4.25938129425049,4.40326976776123,4.45954623561119,4.54223391133033,
Guam,,,,,,
Guyana,117.462875366211,116.443283081055,115.626327514648,114.31733548759,114.626135845687,
High income,,,,,,
"Hong Kong SAR, China",6.19921588897705,6.29321622848511,6.24202394485474,6.23989950175585,6.30441881600605,
Honduras,10.722635269165,10.625054359436,10.8387718200684,11.0403025142044,11.3172162135654,
Heavily indebted poor countries (HIPC),,,,,,
Croatia,4.02568100665804,3.9107494322483,3.86740542320125,3.65857394661743,3.69592735470591,
Haiti,24.4313411712646,27.211856842041,31.1029396057129,34.1508621136431,39.8168010283386,
Hungary,148.043824,146.435392,152.414169,147.56581,152.748996,
IBRD only,,,,,,
IDA & IBRD total,,,,,,
IDA total,,,,,,
IDA blend,,,,,,
Indonesia,4720.8154296875,4877.70654296875,5089.68603515625,5127.23484413114,5188.5919526852,
IDA only,,,,,,
Isle of Man,,,,,,
India,18.4226627349854,18.8854751586914,19.4690399169922,19.9285988105144,21.0731783840621,
Not classified,,,,,,
Ireland,0.999033,0.974604,0.983717,0.941416,0.952069,
"Iran, Islamic Rep.",11614.9326171875,12682.986328125,13944.904296875,16064.565466122,22075.4535279773,
Iraq,561.724731445313,564.077026367188,555.390686035156,544.140340765941,533.391515091997,
Iceland,154.996427,159.858118,157.029274,147.916115,153.13846,
Israel,4.553442,4.294673,4.239642,3.984814,4.035848,
Italy,0.828574,0.786256,0.775296,0.724085,0.71496,
Jamaica,69.6613235473633,68.70068359375,70.3915863037109,71.283191772345,72.7516987760305,
Jordan,0.364993810653687,0.3571497797966,0.329168230295181,0.335658014135072,0.332194043144209,
Japan,108.962794,114.928968,115.651091,109.595832,108.527566,
Kazakhstan,104.586219787598,115.959457397461,125.263374328613,,,
Kenya,39.3124351501465,39.9461441040039,41.6347846984863,42.5481080777831,,
Kyrgyz Republic,20.3272171020508,19.5287437438965,19.3727111816406,19.2025287690216,19.0745421950695,
Cambodia,1473.36828613281,1471.09045410156,1488.79821777344,1489.02175863748,,
Kiribati,0.991967048084223,,,,,
St. Kitts and Nevis,2.40289616584778,2.46432042121887,2.5473039150238,2.46077869279003,2.40901253192997,
"Korea, Rep.",959.680279,967.114886,988.820158,938.79186,931.386371,
Kuwait,0.195074021816254,0.190249219536781,0.187430799007416,0.183955530739151,0.182653971889821,
Latin America & Caribbean (excluding high income),,,,,,
Lao PDR,3232.69775390625,3165.74267578125,3133.81176757813,3121.49252570498,3167.80660395957,
Lebanon,793.844952368611,761.654495055264,761.833271036197,788.861203718494,798.10619458695,
Liberia,0.525462531959498,0.483779703940397,0.425848999799644,0.513647718912039,,
Libya,0.507235309288822,0.562303406457296,0.638153358257669,,,
St. Lucia,2.13131332397461,2.05912756919861,2.07916116714478,2.06892959675949,2.04305868278419,
Latin America & Caribbean,,,,,,
Least developed countries: UN classification,,,,,,
Low income,,,,,,
Liechtenstein,,,,,,
Sri Lanka,50.2563018798828,51.7779350280762,55.5008811950684,55.3342605474141,56.2669948948617,
Lower middle income,,,,,,
Low & middle income,,,,,,
Lesotho,4.66072940826416,4.92797946929932,5.24398756027222,5.3621954294251,5.53994160871801,
Late-demographic dividend,,,,,,
Lithuania,0.499191,0.490628,0.493977,0.473127,0.482237,
Luxembourg,0.977016,0.963597,0.963068,0.912567,0.927764,
Latvia,0.569314,0.561069,0.56034,0.537914,0.547243,
"Macao SAR, China",5.80924272537231,5.87891054153442,5.94029331207275,5.97291873907359,,
St. Martin (French part),,,,,,
Morocco,4.39766263961792,4.38463497161865,4.29083681106567,4.26865336334074,4.20089370186308,
Monaco,,,,,,
Moldova,6.40884876251221,6.34753561019897,6.38254404067993,6.42008014629011,6.61086692866803,
Madagascar,852.493835449219,890.619567871094,962.959594726563,1020.78502853918,1058.86741768385,
Maldives,9.71452045440674,9.59599590301514,9.79355430603027,,,
Middle East & North Africa,,,,,,
Mexico,9.433591,9.459933,10.103875,10.448015,10.362794,
Marshall Islands,,,,,,
Middle income,,,,,,
North Macedonia,23.1122822883695,22.3679031037093,22.4758320363941,21.4384337753903,21.4540260867739,
Mali,214.012939453125,203.486511230469,205.273391723633,200.979196709999,194.128410503582,
Malta,0.654473515974615,0.640494322482967,0.645848796839459,0.602722986962117,0.606226939529934,
Myanmar,344.685699462891,367.48876953125,389.842895507813,406.700189631125,434.713825972419,
Middle East & North Africa (excluding high income),,,,,,
Montenegro,0.438048274679182,0.423853898561696,0.425675655453131,0.401398914442393,0.399115738180087,
Mongolia,807.436584472656,816.62548828125,873.5419921875,910.80432648489,959.940763197944,
Northern Mariana Islands,,,,,,
Mozambique,16.8409461975098,19.4032459259033,21.9880199432373,22.303269007685,22.515518141544,
Mauritania,12.3225044250488,12.2820281982422,12.4452560424805,12.5189163399595,12.5789067946563,
Mauritius,18.3401184082031,17.8085803985596,18.0094242095947,18.1454004659662,17.8947183361322,
Malawi,178.778625488281,215.129608154297,241.930526733398,265.493821319607,285.204310799053,
Malaysia,1.64070606231689,1.65115320682526,1.72694885730743,1.70068664414348,1.68148825794486,
North America,,,,,,
Namibia,6.15859937667847,6.50734281539917,6.89825534820557,7.02276341149641,7.15452335245878,
New Caledonia,128.229066071274,127.363836348257,,,,
Niger,241.356582641602,242.55290222168,245.15966796875,246.416116349453,236.003978124832,
Nigeria,95.225944519043,101.908271789551,112.098327636719,122.660240881278,134.207456003211,
Nicaragua,10.8239860534668,11.0059728622437,11.5283908843994,11.8102524816214,12.2236870064531,
Netherlands,0.888425,0.872971,0.858371,0.801507,0.820051,
Norway,10.598999,10.686444,10.352273,9.815389,9.990937,
Nepal,29.9248943328857,30.7022361755371,30.5129318237305,30.9950323562018,32.1386287535541,
Nauru,,,,,,
New Zealand,1.631089,1.585767,1.576106,1.496494,1.507504,
OECD members,,,,,,
Oman,0.215341314673424,0.210456237196922,0.211596831679344,0.208371979834046,0.204936884377568,
Other small states,,,,,,
Pakistan,31.3673839569092,32.1030693054199,33.250732421875,34.1061524697405,37.0427325429105,
Panama,0.532799303531647,0.515796184539795,0.508052527904511,0.499715772031657,0.489078237085709,
Peru,1.76997888088226,1.82985579967499,1.89358270168304,1.87278901808757,1.87876620233448,
Philippines,19.0387077331543,18.9259033203125,19.3925170898438,19.9166965016587,20.0473853235995,
Palau,0.96024028379331,0.93839303910975,0.930586299337644,,,
Papua New Guinea,2.48291896661661,2.61562397234946,2.69993276111688,2.75997777864509,2.80946949350183,
Poland,1.876256,1.838644,1.870866,1.780609,1.815371,
Pre-demographic dividend,,,,,,
Puerto Rico,0.974686128246259,0.970065996688069,0.976900546254226,,,
"Korea, Dem. Peopleâ€™s Rep.",,,,,,
Portugal,0.673034,0.658017,0.66511,0.618254,0.615611,
Paraguay,2423.32373046875,2469.57861328125,2539.98486328125,2577.99508222831,2601.92064630368,
West Bank and Gaza,0.595900131270732,0.588542668031459,0.574044923993007,0.560665854487626,0.56347317540241,
Pacific island small states,,,,,,
Post-demographic dividend,,,,,,
French Polynesia,,,,,,
Qatar,2.99662113189697,2.99530959129334,2.89281249046326,2.83106170936847,2.76213303459857,
Romania,1.91144184741085,1.82922028766086,1.87177511073866,1.81425913491131,1.83550489739622,
Russian Federation,25.251127,25.753506,25.654093,25.177947,25.371392,
Rwanda,267.294769287109,277.998016357422,293.704956054688,285.809774575115,290.120735792352,
South Asia,,,,,,
Saudi Arabia,1.65678882598877,1.76836216449738,1.72361588478088,1.72387765584433,1.65774925129416,
Sudan,3.53429055213928,4.07252407073975,5.37660026550293,8.57024989114322,12.7102314395997,
Senegal,238.394638061523,237.026123046875,238.577697753906,233.962771118308,233.839496028925,
Singapore,1.09505391120911,1.0870418548584,1.08048534393311,1.05934908619296,1.04637466181654,
Solomon Islands,7.89884553617155,7.84041265487363,7.71440245505026,7.79112972259327,7.77755774563454,
Sierra Leone,1832.31713867188,1904.72009277344,2128.51879882813,2410.89170670327,2718.51226490015,
El Salvador,0.516522824764252,0.51184219121933,0.514999270439148,0.508201223807,0.499531462490561,
San Marino,,,,,,
Somalia,,,7861.36024301041,,,
Serbia,48.3570860555408,48.0018168054504,48.8291631749072,46.0711487885401,46.6578683899154,
Sub-Saharan Africa (excluding high income),,,,,,
South Sudan,2.87371952729229,,,,,
Sub-Saharan Africa,,,,,,
Small states,,,,,,
Sao Tome and Principe,10.6485528945923,10.6006317138672,10.7570743560791,11.3256267394591,,
Suriname,1.75943279266357,2.56949520111084,2.93428111076355,,3.14050507703262,
Slovak Republic,0.549963,0.587277,0.616208,0.591053,0.607198,
Slovenia,0.669388,0.654905,0.64719,0.611156,0.611364,
Sweden,9.301319,9.324154,9.455194,9.00309,9.15525,
Eswatini,5.30086278915405,5.75045728683472,6.11772918701172,6.25941030974034,6.30772163678543,
Sint Maarten (Dutch part),1.54579412937164,1.49887406826019,1.48829257488251,,,
Seychelles,9.15552425384521,8.84586334228516,9.02712535858154,9.13818467125105,9.1376373008071,
Syrian Arab Republic,,,,,,
Turks and Caicos Islands,1.26404464244843,1.25875997543335,1.24590182304382,,,
Chad,246.722274780273,239.834838867188,237.65641784668,241.906562056381,235.291402902231,
East Asia & Pacific (IDA & IBRD countries),,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,
Togo,246.846343994141,248.343490600586,246.596481323242,242.951035707739,240.263354295022,
Thailand,12.9840698242188,13.0707139968872,13.2873067855835,13.1084844638562,12.9661519605584,
Tajikistan,2.18650984764099,2.34932088851929,2.59482836723328,,,
Turkmenistan,1.61260376938274,1.61083790140036,1.66304105729049,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,
Timor-Leste,0.488548417093348,0.452283285567619,0.423126353803948,0.422513652940995,0.418972112831125,
Middle East & North Africa (IDA & IBRD countries),,,,,,
Tonga,1.60793570026062,1.62884158547508,1.71356319351713,,,
South Asia (IDA & IBRD),,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,
Trinidad and Tobago,4.41609525680542,4.32818603515625,4.21153545379639,4.15299255851007,,
Tunisia,0.736251652240753,0.731124103069305,0.742279350757599,0.777530270906375,0.815011176165286,
Turkey,1.445683,1.555154,1.702636,1.835334,2.11145,
Tuvalu,,,,,,
Tanzania,727.542236328125,735.662963867188,754.621459960938,762.485617352315,774.73254568588,
Uganda,1127.6865234375,1172.62976074219,1221.08764648438,1223.24978672194,1235.94800180476,
Ukraine,5.50609445571899,6.13990926742554,7.00573919944533,7.58766268246355,8.0403717724044,
Upper middle income,,,,,,
Uruguay,21.8227424621582,23.5594825744629,24.8543167114258,26.1071790688335,27.6636210474211,
United States,1,1,1,1,1,
Uzbekistan,1126.01562361596,1285.0068329072,1521.47524204932,,,
St. Vincent and the Grenadines,1.83040606975555,1.78422164916992,1.80682849884033,1.80473954376194,1.78880123789744,
"Venezuela, RB",,,,,,
British Virgin Islands,1.14933669567108,1.12666583061218,1.0959233045578,,,
Virgin Islands (U.S.),,,,,,
Vietnam,7789.197265625,7716.40380859375,7807.6123046875,7891.22304458505,7967.46060288707,
Vanuatu,116.763554557505,116.279817700124,117.36646439459,117.238584114742,118.332883243427,
World,,,,,,
Samoa,1.85745216798408,1.85824340689141,1.85132547910667,1.88303930149705,1.86769042285938,
Kosovo,0.362353099893302,0.35881617321403,0.356561055878579,0.351727256984988,0.354711335771637,
"Yemen, Rep.",,,,,,
South Africa,5.99711561203003,6.312912940979,6.5493631362915,6.68119062777452,6.83291950613598,
Zambia,3.46507787704468,3.97835469245911,4.22381830215454,4.43211724730442,4.75156172033665,
Zimbabwe,0.508762896060944,0.489322781562805,0.485027581453323,,,
